"Date","Days","Open","High","Low","Settle"
1017100800000,1485,10435,10435,10373,10406
1017187200000,1486,10435,10452,10435,10452
1017273600000,1487,10473,10505,10396,10396
1017619200000,1491,10308,10390,10292,10367
1017705600000,1492,10335,10335,10335,10335
1017792000000,1493,10370,10370,10215,10250
1017878400000,1494,10200,10265,10200,10237
1017964800000,1495,10331,10331,10245,10307
1018224000000,1498,10215,10283,10200,10283
1018310400000,1499,10275,10300,10238,10238
1018396800000,1500,10260,10410,10260,10403
1018483200000,1501,10340,10340,10185,10185
1018569600000,1502,10255,10255,10170,10208
1018828800000,1505,10230,10230,10107,10107
1018915200000,1506,10180,10317,10180,10317
1019001600000,1507,10343,10343,10205,10240
1019088000000,1508,10260,10260,10100,10185
1019174400000,1509,10255,10262,10250,10262
1019433600000,1512,10225,10225,10144,10144
1019520000000,1513,10140,10176,10100,10104
1019606400000,1514,10125,10135,10028,10028
1019692800000,1515,9965,10049,9930,10049
1019779200000,1516,10030,10030,9870,9871
1020038400000,1519,9920,9925,9820,9820
1020124800000,1520,9850,10000,9830,9938
1020211200000,1521,9975,10085,9840,10076
1020297600000,1522,10092,10125,10055,10096
1020384000000,1523,10105,10105,9946,9992
1020643200000,1526,9995,9995,9794,9794
1020729600000,1527,9824,9905,9795,9802
1020816000000,1528,9950,10149,9950,10119
1020902400000,1529,10086,10135,10022,10037
1020988800000,1530,10070,10084,9915,9933
1021248000000,1533,9965,10115,9965,10110
1021334400000,1534,10160,10299,10160,10296
1021420800000,1535,10270,10350,10230,10269
1021507200000,1536,10265,10310,10249,10297
1021593600000,1537,10340,10359,10270,10341
1021852800000,1540,10290,10310,10212,10243
1021939200000,1541,10255,10283,10096,10126
1022025600000,1542,10100,10158,10070,10155
1022112000000,1543,10135,10230,10085,10223
1022198400000,1544,10195,10209,10090,10096
1022544000000,1548,10130,10140,9965,10006
1022630400000,1549,10010,10010,9924,9927
1022716800000,1550,9890,9955,9812,9922
1022803200000,1551,9950,10045,9905,9907
1023062400000,1554,9930,9930,9690,9694
1023148800000,1555,9660,9705,9640,9705
1023235200000,1556,9715,9812,9715,9812
1023321600000,1557,9795,9795,9625,9637
1023408000000,1558,9490,9630,9490,9597
1023667200000,1561,9600,9657,9600,9657
1023753600000,1562,9725,9725,9528,9528
1023840000000,1563,9505,9623,9480,9623
1023926400000,1564,9605,9605,9500,9511
1024012800000,1565,9415,9481,9250,9481
1024272000000,1568,9530,9681,9530,9681
1024358400000,1569,9635,9756,9635,9756
1024444800000,1570,9620,9715,9561,9561
1024531200000,1571,9530,9575,9415,9429
1024617600000,1572,9440,9440,9225,9267
1024876800000,1575,9205,9360,9065,9309
1024963200000,1576,9325,9400,9104,9104
1025049600000,1577,8880,9135,8870,9114
1025136000000,1578,9215,9265,9020,9262
1025222400000,1579,9260,9355,9226,9226
1025481600000,1582,9295,9295,9092,9092
1025568000000,1583,9090,9105,8970,9005
1025654400000,1584,8955,9050,8885,9042
1025827200000,1586,9150,9390,9150,9385
1026086400000,1589,9325,9385,9250,9271
1026172800000,1590,9253,9307,9080,9091
1026259200000,1591,9155,9155,8785,8788
1026345600000,1592,8800,8850,8595,8790
1026432000000,1593,8855,8855,8605,8641
1026691200000,1596,8650,8660,8210,8654
